Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-08-28,00:15,54.7,54.6,99.3,0.0,N @0.0,0.0,0.11,0,71.7,71.7,54.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,00:30,54.5,54.3,99.3,0.0,N @0.0,0.0,0.1,0,71.6,71.7,54.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,00:45,54.5,54.3,99.3,0.0,N @0.0,0.0,0.09,0,71.5,71.6,54.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,01:00,53.6,53.5,99.4,0.0,N @0.0,0.0,0.11,0,71.4,71.6,53.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,01:15,53.1,53.0,99.4,0.0,N @0.0,0.0,0.16,0,71.3,71.5,52.9,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,01:30,53.1,52.9,99.4,0.0,N @0.0,0.0,0.2,0,71.2,71.4,52.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,01:45,53.0,52.8,99.4,0.0,N @0.0,0.0,0.22,0,71.1,71.4,52.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,02:00,52.5,52.4,99.5,0.0,N @0.0,0.0,0.3,0,71.0,71.3,52.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,02:15,51.8,51.6,99.5,0.0,N @0.0,0.0,0.35,0,70.9,71.3,51.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,02:30,51.6,51.5,99.4,0.0,N @0.0,0.0,0.38,0,70.8,71.2,51.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,02:45,51.6,51.5,99.4,0.0,N @0.0,0.0,0.38,0,70.7,71.1,51.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,03:00,51.8,51.7,99.4,0.0,N @0.0,0.0,0.33,0,70.6,71.1,51.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,03:15,51.3,51.2,99.4,0.0,N @0.0,0.0,0.28,0,70.6,71.0,51.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,03:30,50.8,50.7,99.5,0.0,N @0.0,0.0,0.31,0,70.5,71.0,50.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,03:45,50.7,50.6,99.5,0.0,N @0.0,0.0,0.4,0,70.4,70.9,50.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,04:00,50.6,50.5,99.5,0.0,N @0.0,0.0,0.45,0,70.3,70.8,50.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,04:15,50.2,50.0,99.5,0.0,N @0.0,0.0,0.49,0,70.2,70.8,50.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,04:30,50.2,50.1,99.5,0.0,N @0.0,0.0,0.51,0,70.1,70.7,50.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,04:45,50.5,50.4,99.5,0.0,N @0.0,0.0,0.55,0,70.1,70.7,50.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,05:00,50.1,50.0,99.5,0.0,N @0.0,0.0,0.57,0,70.0,70.6,49.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,05:15,49.8,49.7,99.5,0.0,N @0.0,0.0,0.6,3,69.9,70.6,49.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,05:30,49.9,49.7,99.5,0.0,N @0.0,0.0,0.63,13,69.8,70.5,49.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,05:45,50.5,50.4,99.5,0.0,N @0.0,0.0,0.63,38,69.8,70.5,50.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,06:00,51.1,51.0,99.5,0.0,N @0.0,0.0,0.56,66,69.7,70.4,51.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,06:15,52.6,52.4,99.4,0.0,N @0.0,0.0,0.15,97,69.6,70.4,52.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,06:30,54.3,54.2,99.4,0.0,N @0.0,0.0,0.01,133,69.6,70.3,54.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,06:45,57.9,57.7,99.2,0.0,N @0.0,0.0,0.01,172,69.5,70.3,57.7,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,07:00,58.0,57.9,99.4,0.0,N @0.0,0.0,0.0,210,69.5,70.2,57.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,07:15,59.2,59.0,99.4,0.0,N @0.0,0.0,0.0,251,69.4,70.2,59.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,07:30,61.3,61.1,99.2,0.0,N @0.0,0.0,0.0,294,69.3,70.1,61.6,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,07:45,62.9,62.5,98.6,0.0,SW@1.0,3.1,0.0,333,69.3,70.1,63.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,08:00,64.8,60.0,84.1,0.0,W@2.2,3.9,0.0,378,69.3,70.1,64.9,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,08:15,67.9,55.4,64.1,0.0,NW@2.0,4.9,0.0,420,69.3,70.0,68.3,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,08:30,68.8,56.8,65.6,0.0,SW@2.0,3.9,0.0,459,69.3,70.0,68.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,08:45,70.2,54.4,57.2,0.0,NW@2.2,3.9,0.0,495,69.3,70.0,70.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,09:00,71.0,54.4,55.5,0.0,NW@2.7,4.6,0.0,534,69.3,69.9,71.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,09:15,72.7,53.7,51.3,0.0,NW@3.6,5.3,0.0,568,69.4,69.9,73.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,09:30,73.8,53.1,48.2,0.0,NW@3.5,5.7,0.0,600,69.5,69.9,74.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,09:45,75.7,51.9,43.3,0.0,NW@2.8,5.3,0.0,632,69.6,69.9,76.0,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,10:00,77.2,50.2,38.8,0.0,NW@3.0,4.9,0.0,660,69.8,69.9,77.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,10:15,78.1,48.0,34.7,0.0,W@2.8,4.9,0.0,687,69.9,69.9,78.4,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,10:30,79.1,48.4,33.9,0.0,NW@3.3,5.7,0.0,710,70.1,69.9,79.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,10:45,80.7,48.8,32.8,0.0,N@3.1,5.7,0.0,729,70.3,69.9,81.1,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,11:00,82.3,47.3,29.4,0.0,N@2.6,4.9,0.0,745,70.5,69.9,82.5,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,11:15,83.8,48.4,29.2,0.0,N@2.9,5.3,0.0,759,70.7,70.0,84.2,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
2019-08-28,11:30,84.3,47.9,28.3,0.0,NW@3.9,6.0,0.0,770,70.9,70.0,84.8,"Mabton.E (Mabton East), Yakima County",310089,Mabton.E,2020-01-21 17:40:34.002232
