Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-12-14,00:15,32.9,31.9,96.1,0.0,0,SE,2.8,3.9,0.08,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,00:30,32.9,31.9,95.9,0.0,0,SE,1.9,2.4,0.08,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,00:45,33.0,31.9,95.4,0.0,0,E,2.1,3.1,0.07,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,01:00,33.0,31.8,95.2,0.0,0,E,3.0,3.9,0.49,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,01:15,33.0,31.8,95.4,0.0,0,E,2.6,3.5,0.79,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,01:30,33.0,32.0,96.0,0.0,0,E,2.6,4.2,0.85,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,01:45,32.9,32.0,96.3,0.0,0,E,4.0,4.9,0.89,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,02:00,32.7,31.8,96.4,0.0,0,E,3.2,4.6,0.96,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,02:15,32.6,31.8,97.0,0.0,0,NE,2.6,3.5,0.95,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,02:30,32.6,31.8,97.0,0.0,0,E,2.7,3.5,0.94,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,02:45,32.6,31.8,96.9,0.0,0,SE,1.6,2.8,0.93,41.8,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,03:00,32.6,31.8,97.1,0.0,0,E,0.6,1.7,0.93,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,03:15,32.6,31.9,97.2,0.0,0,E,1.2,2.1,0.92,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,03:30,32.7,32.0,97.3,0.0,0,SE,0.8,2.1,0.92,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,03:45,32.6,32.0,97.6,0.0,0,NE,0.5,1.7,0.92,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,04:00,32.6,32.0,97.5,0.0,0,E,0.4,1.7,0.92,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,04:15,32.8,32.1,97.2,0.01,0,E,0.6,1.7,0.93,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,04:30,32.7,32.0,97.1,0.0,0,NE,0.1,1.7,0.93,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,04:45,32.7,32.0,97.2,0.0,0,E,1.6,2.4,0.93,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,05:00,32.8,32.1,97.2,0.0,0,W,2.7,4.2,0.94,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,05:15,32.7,32.1,97.6,0.0,0,SW,3.4,4.6,0.94,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,05:30,32.7,32.1,97.4,0.0,0,W,3.6,4.9,0.94,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,05:45,32.6,32.0,97.5,0.0,0,W,2.3,3.5,0.95,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
2020-12-14,06:00,32.4,31.9,97.8,0.0,0,W,2.1,3.1,0.95,41.7,44.9,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-14 06:05:53.168230
