Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-02-23,23:15,34.0,27.6,77.1,0.0,0,30.43,E,2.2,3.7,40.3,41.0,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-23,23:30,33.4,27.2,77.9,0.0,0,30.44,NE,1.7,2.8,40.2,41.0,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-23,23:45,32.4,26.8,79.5,0.0,0,30.45,S,1.9,3.8,39.9,40.8,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-23,24:00,31.1,26.0,82.2,0.0,0,30.45,S,1.9,3.3,39.8,40.8,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,00:15,30.5,25.4,82.2,0.0,0,30.46,SW,1.6,2.8,39.7,40.8,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,00:30,30.3,25.2,82.5,0.0,0,30.46,SW,1.2,2.5,39.6,40.6,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,00:45,30.0,25.2,83.5,0.0,0,30.47,SW,1.4,2.4,39.5,40.6,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,01:00,29.3,24.9,85.4,0.0,0,30.48,S,1.1,2.0,39.4,40.6,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,01:15,29.0,24.6,85.0,0.0,0,30.49,S,1.5,3.2,39.2,40.5,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,01:30,29.0,24.5,85.1,0.0,0,30.5,S,1.9,4.1,39.1,40.5,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,01:45,28.8,24.5,85.7,0.0,0,30.51,W,1.1,2.2,39.0,40.4,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,02:00,28.4,24.0,85.4,0.0,0,30.52,N ,1.0,2.6,38.9,40.3,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,02:15,28.3,23.9,85.8,0.0,0,30.53,NE,1.6,2.9,38.8,40.3,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,02:30,27.3,23.5,88.2,0.0,0,30.54,S,1.4,2.1,38.7,40.2,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,02:45,27.4,23.3,87.1,0.0,0,30.55,S,1.3,2.5,38.6,40.0,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,03:00,27.9,23.3,85.0,0.0,0,30.56,S,1.6,3.0,38.5,39.9,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,03:15,27.5,23.3,86.6,0.0,0,30.57,W,1.7,3.0,38.4,39.9,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,03:30,27.1,23.0,87.4,0.0,0,30.56,S,1.5,4.4,38.3,39.7,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,03:45,27.5,23.2,86.4,0.0,0,30.57,W,1.7,2.8,38.1,39.7,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,04:00,27.5,23.3,86.8,0.0,0,30.57,SE,1.7,3.7,38.1,39.7,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,04:15,26.9,23.2,88.9,0.0,0,30.58,SW,1.3,2.5,37.9,39.6,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,04:30,25.8,22.5,90.6,0.0,0,30.58,SW,1.2,2.3,37.8,39.6,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,04:45,26.0,22.0,88.3,0.0,0,30.59,S,1.2,2.7,37.7,39.5,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,05:00,26.1,22.0,87.5,0.0,0,30.59,S,1.6,2.5,37.6,39.4,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,05:15,26.6,22.1,85.9,0.0,0,30.59,E,1.4,3.2,37.6,39.4,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,05:30,26.2,22.4,88.5,0.0,0,30.6,S,1.2,3.0,37.4,39.4,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,05:45,26.5,22.6,88.3,0.0,0,30.6,SE,1.1,2.7,37.4,39.3,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,06:00,25.9,22.1,88.8,0.0,0,30.61,W,1.3,2.6,37.4,39.2,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,06:15,25.4,21.6,89.1,0.0,0,30.61,S,1.0,2.1,37.2,39.2,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,06:30,25.9,21.9,87.9,0.0,0,30.61,NE,0.9,2.0,37.2,39.2,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,06:45,25.1,21.5,89.8,0.0,0,30.61,S,1.0,2.5,37.2,39.0,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,07:00,25.9,21.4,86.1,0.0,2,30.61,S,1.3,3.2,37.0,39.0,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,07:15,26.3,22.0,86.7,0.0,6,30.61,NE,1.5,2.3,37.0,39.0,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,07:30,25.5,21.9,90.0,0.0,12,30.61,SW,0.9,1.9,37.0,39.0,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
2021-02-24,07:45,25.0,21.8,91.6,0.0,19,30.62,S,0.6,1.6,36.9,38.8,-7.5,-8.0,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:23.417220
