Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-02-17,23:15,31.9,29.2,90.1,0.0,0,30.39,S,2.7,4.5,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-17,23:30,31.3,28.8,91.0,0.0,0,30.38,NE,1.6,2.9,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-17,23:45,31.0,28.3,90.3,0.0,0,30.38,SW,1.9,4.6,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-17,24:00,31.0,28.3,90.3,0.0,0,30.38,SE,1.9,4.4,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,00:15,30.9,27.9,89.7,0.0,0,30.38,SW,1.5,2.7,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,00:30,30.5,27.7,90.3,0.0,0,30.37,SW,1.3,4.7,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,00:45,30.5,27.7,90.3,0.0,0,30.36,S,2.1,4.6,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,01:00,30.8,27.8,89.5,0.0,0,30.35,SW,1.5,3.6,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,01:15,30.7,27.8,89.8,0.0,0,30.35,E,1.1,3.0,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,01:30,31.1,27.8,88.5,0.0,0,30.35,SW,2.6,6.5,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,01:45,32.4,28.7,86.1,0.0,0,30.35,SW,2.1,6.4,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,02:00,31.5,28.8,90.2,0.0,0,30.35,E,1.5,2.8,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,02:15,31.2,28.7,90.8,0.0,0,30.34,NE,1.1,2.3,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,02:30,31.4,28.3,88.8,0.0,0,30.32,S,2.4,6.1,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,02:45,31.4,28.5,89.5,0.0,0,30.32,W,1.6,3.5,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,03:00,32.4,28.7,86.3,0.0,0,30.31,W,3.3,7.7,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,03:15,33.8,29.4,83.7,0.0,0,30.3,W,2.0,3.8,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,03:30,33.1,29.9,87.8,0.0,0,30.3,W,3.3,6.8,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,03:45,34.0,29.9,84.7,0.0,0,30.3,SW,3.0,4.8,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,04:00,33.0,29.7,87.6,0.0,0,30.29,N ,2.3,4.0,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,04:15,32.7,29.2,86.9,0.0,0,30.28,NE,1.9,3.6,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
2021-02-18,04:30,32.2,28.7,86.7,0.0,0,30.28,W,2.6,4.2,32.5,33.6,-7.9,-8.1,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2021-04-15 13:43:17.128173
