Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2021-03-24,00:15,44.6,41.8,89.9,0.0,0,30.34,S,1.8,2.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,00:30,44.5,41.7,89.7,,0,30.33,SE,2.3,4.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,00:45,44.3,41.8,90.7,,0,30.32,S,2.4,4.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,01:00,44.0,41.6,91.1,0.01,0,30.31,S,2.2,4.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,01:15,43.7,41.5,92.1,0.01,0,30.3,S,1.9,3.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,01:30,43.5,41.5,92.6,0.01,0,30.29,S,1.5,2.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,01:45,43.4,41.6,93.1,0.02,0,30.27,S,2.7,5.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,02:00,43.3,41.5,93.4,0.01,0,30.25,S,3.0,4.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,02:15,43.1,41.5,94.1,0.0,0,30.25,S,2.0,3.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,02:30,43.0,41.5,94.3,0.01,0,30.25,S,1.7,3.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,02:45,42.9,41.5,94.7,0.03,0,30.24,S,2.6,3.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,03:00,42.8,41.5,95.1,0.01,0,30.23,S,2.3,4.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,03:15,42.8,41.5,95.2,0.0,0,30.21,SE,3.4,4.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,03:30,42.8,41.6,95.6,0.0,0,30.2,E,3.3,5.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,03:45,42.8,41.6,95.2,0.0,0,30.19,SE,2.8,4.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,04:00,42.6,41.5,95.7,0.01,0,30.17,SE,5.3,8.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,04:15,42.4,41.1,95.1,0.01,0,30.16,SE,6.4,10.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,04:30,42.5,41.1,94.8,0.01,0,30.14,SE,7.1,12.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,04:45,42.6,41.3,95.1,0.01,0,30.13,SE,6.0,11.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,05:00,42.4,41.2,95.6,,0,30.11,SE,7.6,13.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
2021-03-24,05:15,42.4,41.0,94.9,0.0,0,30.09,SE,7.2,11.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:14.480969
