Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2021-01-10,23:15,50.4,44.4,79.9,0.0,0,30.18,SE,12.6,20.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-10,23:30,50.7,44.5,79.1,0.0,0,30.19,SE,11.1,19.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-10,23:45,51.5,44.5,76.9,0.0,0,30.18,SE,14.4,28.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-10,24:00,51.4,44.4,76.8,0.0,0,30.19,SE,12.0,21.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,00:15,51.4,44.3,76.6,0.0,0,30.18,SE,12.3,21.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,00:30,51.6,43.9,74.7,0.0,0,30.17,SE,12.7,21.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,00:45,51.5,44.1,75.8,0.0,0,30.17,SE,11.4,21.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,01:00,,,83.9,0.0,0,30.17,E,9.7,14.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,01:15,49.1,43.9,82.3,0.0,0,30.16,E,9.8,16.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,01:30,48.8,44.0,83.5,0.0,0,30.16,E,9.3,18.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,01:45,48.6,43.9,83.7,0.0,0,30.16,E,8.7,15.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,02:00,48.3,43.8,84.4,0.0,0,30.15,E,10.8,16.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,02:15,48.3,43.7,84.1,0.0,0,30.14,E,12.7,20.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,02:30,48.4,43.6,83.4,0.0,0,30.14,E,13.2,20.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,02:45,48.4,43.5,83.0,0.0,0,30.14,E,11.0,18.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,03:00,48.5,43.6,83.0,0.0,0,30.14,E,9.4,15.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,03:15,48.3,43.5,83.2,0.0,0,30.14,E,7.1,10.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,03:30,48.4,43.4,82.6,0.0,0,30.14,SE,7.9,12.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,03:45,52.4,43.2,70.7,0.0,0,30.13,SE,12.8,22.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,04:00,51.9,43.6,73.2,0.0,0,30.12,SE,12.4,20.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,04:15,51.4,43.5,74.1,0.0,0,30.11,SE,12.4,20.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,04:30,50.6,43.3,75.9,0.0,0,30.1,E,12.1,17.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,04:45,49.7,42.8,76.9,0.0,0,30.1,E,11.6,18.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,05:00,49.8,42.9,77.0,0.0,0,30.09,E,11.6,22.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,05:15,52.5,42.7,69.2,0.0,0,30.09,SE,13.0,23.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,05:30,53.3,42.7,67.3,0.0,0,30.09,SE,15.2,27.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,05:45,53.5,42.9,67.1,0.0,0,30.08,SE,17.1,31.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,06:00,53.7,43.3,67.6,0.0,0,30.08,SE,19.8,33.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,06:15,53.9,43.4,67.4,0.0,0,30.08,SE,20.4,31.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,06:30,53.7,43.4,68.0,0.0,0,30.07,S,23.3,44.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,06:45,53.5,43.6,68.9,0.0,0,30.08,S,20.5,32.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,07:00,53.4,43.6,69.1,0.0,0,30.08,SE,19.8,31.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,07:15,53.1,43.7,70.3,0.0,0,30.08,S,17.2,28.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
2021-01-11,07:30,53.2,43.7,70.1,0.0,0,30.09,S,17.4,25.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:46.892337
