Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2021-02-21,23:15,48.0,47.3,97.2,0.0,0,30.18,S,13.7,21.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-21,23:30,48.0,47.3,97.3,,0,30.18,S,13.7,20.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-21,23:45,48.0,47.3,97.3,,0,30.17,S,13.0,20.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-21,24:00,48.0,47.2,97.0,0.0,0,30.16,S,12.1,17.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,00:15,48.0,47.2,96.9,0.01,0,30.17,S,12.1,18.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,00:30,48.0,46.8,95.6,0.0,0,30.17,S,11.1,18.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,00:45,48.0,47.3,97.3,0.02,0,30.18,S,11.5,18.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,01:00,48.0,47.4,97.8,0.03,0,30.19,S,9.2,15.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,01:15,48.0,47.4,97.7,0.02,0,30.18,S,9.1,15.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,01:30,48.0,47.4,97.6,0.01,0,30.18,S,10.0,16.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,01:45,48.0,47.4,97.6,0.01,0,30.17,S,9.3,14.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,02:00,48.3,47.5,97.2,0.02,0,30.18,S,8.5,15.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,02:15,48.2,47.5,97.5,0.02,0,30.19,SW,6.1,9.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,02:30,48.3,47.6,97.2,0.01,0,30.19,S,6.2,9.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,02:45,48.4,47.6,97.1,0.0,0,30.19,S,6.8,10.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,03:00,48.5,47.7,96.8,0.0,0,30.19,S,7.1,10.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,03:15,48.6,47.7,96.8,0.0,0,30.19,SW,6.8,11.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,03:30,48.6,47.7,96.5,0.0,0,30.19,SW,7.6,14.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,03:45,48.6,47.7,96.5,0.0,0,30.2,SW,7.1,12.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,04:00,48.6,47.6,96.3,0.0,0,30.2,SW,6.4,10.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,04:15,48.6,47.7,96.5,0.0,0,30.2,SW,6.1,10.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,04:30,48.6,47.7,96.7,0.0,0,30.19,SW,5.3,10.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,04:45,48.5,47.7,96.9,0.0,0,30.19,S,5.7,9.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
2021-02-22,05:00,48.5,47.7,97.1,0.01,0,30.19,S,5.7,9.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:26:38.948797
