Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2020-12-23,23:15,30.8,29.6,96.6,0.0,0,30.29,NE,3.6,6.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-23,23:30,31.0,30.0,96.9,0.0,0,30.29,N ,4.0,7.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-23,23:45,31.8,30.3,94.6,0.0,0,30.29,N,4.4,8.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-23,24:00,31.1,30.2,97.6,0.0,0,30.28,N,3.7,5.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,00:15,30.3,29.7,99.0,0.0,0,30.28,N ,2.7,5.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,00:30,29.7,28.7,97.7,0.0,0,30.28,S,1.5,4.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,00:45,29.0,28.1,98.3,0.0,0,30.28,NW,1.9,3.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,01:00,29.5,27.9,95.8,0.0,0,30.27,NE,3.6,5.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,01:15,29.0,28.2,99.0,0.0,0,30.27,NW,3.6,6.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,01:30,28.2,27.3,99.4,0.0,0,30.27,NW,3.7,5.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,01:45,28.7,27.3,96.9,0.0,0,30.27,NW,2.4,4.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,02:00,28.8,27.3,96.6,0.0,0,30.27,W,2.5,4.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,02:15,28.6,27.4,97.9,0.0,0,30.27,NW,3.8,5.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,02:30,28.6,27.4,97.8,0.0,0,30.27,NW,4.3,6.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,02:45,30.5,28.7,94.1,0.0,0,30.27,N ,3.8,7.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,03:00,30.5,29.7,98.3,0.0,0,30.26,NE,2.6,4.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,03:15,29.4,29.4,100.0,0.0,0,30.25,NW,1.9,3.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,03:30,28.7,28.0,99.6,0.0,0,30.25,NW,2.8,6.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,03:45,28.4,27.5,99.2,0.0,0,30.25,NW,1.9,3.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,04:00,29.1,27.5,95.5,0.0,0,30.24,E,2.4,4.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,04:15,30.4,28.8,94.9,0.0,0,30.24,E,3.0,6.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,04:30,30.7,29.6,97.0,0.0,0,30.23,E,4.3,8.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,04:45,30.2,29.7,99.4,0.0,0,30.22,SE,2.4,7.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,05:00,28.6,27.9,99.7,0.0,0,30.22,W,1.7,3.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
2020-12-24,05:15,29.0,27.7,96.8,0.0,0,30.22,N,1.7,4.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:25:24.546504
