Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2021-03-18,00:15,42.2,38.5,86.4,0.0,0,29.9,NE,3.2,5.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,00:30,42.7,38.3,84.4,0.0,0,29.89,E,3.9,5.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,00:45,43.4,38.4,82.4,0.0,0,29.89,NE,2.4,6.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,01:00,43.4,38.0,81.0,0.0,0,29.89,NE,1.9,4.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,01:15,43.7,38.1,80.5,0.0,0,29.89,E,1.4,3.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,01:30,43.2,38.0,81.7,0.0,0,29.88,SE,1.7,5.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,01:45,43.8,38.0,80.1,0.0,0,29.88,E,2.5,5.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,02:00,43.8,37.6,78.9,0.0,0,29.87,NE,4.3,10.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,02:15,43.7,37.7,79.1,0.0,0,29.87,NE,6.4,11.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,02:30,43.8,37.4,78.1,0.0,0,29.86,NE,6.2,9.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,02:45,43.9,37.2,77.1,0.0,0,29.86,NE,5.0,7.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,03:00,43.5,36.7,76.7,0.0,0,29.86,N,3.5,5.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,03:15,41.3,36.2,81.9,0.0,0,29.85,NW,3.0,5.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,03:30,39.5,35.4,85.1,0.0,0,29.84,NW,2.0,3.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,03:45,39.2,35.1,85.2,0.0,0,29.83,NE,2.8,4.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,04:00,39.2,35.3,85.8,0.0,0,29.82,N ,3.7,6.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,04:15,40.6,35.9,83.3,0.0,0,29.81,N ,2.7,4.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,04:30,41.5,36.1,80.8,0.0,0,29.81,N,3.3,8.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,04:45,43.1,36.3,76.6,0.0,0,29.8,N ,5.4,9.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,05:00,43.3,36.4,76.3,0.0,0,29.79,NE,5.7,10.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,05:15,42.7,36.1,77.4,0.0,0,29.78,N ,3.8,11.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,05:30,42.6,36.1,77.6,0.0,0,29.78,NE,4.6,9.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,05:45,41.3,35.5,79.5,0.0,0,29.78,N,1.0,4.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,06:00,40.8,34.8,79.1,0.0,0,29.77,W,1.9,3.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,06:15,41.3,34.3,76.1,0.0,0,29.77,W,2.8,5.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,06:30,,,73.0,0.0,0,29.76,E,3.7,12.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,06:45,,,70.6,0.0,0,29.76,E,9.6,16.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,07:00,,,89.8,0.0,0,29.77,SE,4.9,13.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,07:15,37.4,35.1,91.1,0.0,1,29.77,S,4.1,7.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,07:30,37.2,34.9,91.2,0.0,7,29.77,SE,2.4,3.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,07:45,37.2,35.1,92.2,0.0,21,29.77,E,3.7,6.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,08:00,37.7,35.9,92.9,0.0,43,29.77,SE,1.8,4.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,08:15,38.5,36.6,92.5,0.0,74,29.77,E,1.1,2.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,08:30,39.9,37.7,91.6,0.0,64,29.77,S,2.7,5.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,08:45,41.6,38.5,88.5,0.0,68,29.78,SW,2.6,6.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,09:00,43.5,39.2,84.9,0.0,108,29.79,SW,5.7,9.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,09:15,44.6,40.8,86.5,0.0,152,29.8,SW,6.4,11.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,09:30,44.8,40.8,85.6,0.0,133,29.81,S,8.4,12.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,09:45,45.3,41.6,86.6,0.0,189,29.82,S,9.7,16.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,10:00,46.0,42.5,87.6,0.0,174,29.83,S,7.0,10.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,10:15,46.7,42.5,85.3,0.0,168,29.84,S,6.7,9.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,10:30,48.9,42.0,76.7,0.0,152,29.84,SE,8.8,15.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,10:45,50.2,41.8,72.7,0.0,137,29.84,SE,10.9,17.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,11:00,50.4,42.2,73.5,0.0,172,29.85,SE,10.2,16.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,11:15,51.2,42.7,72.6,0.0,170,29.85,SE,8.2,15.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,11:30,51.2,43.2,74.0,0.0,172,29.86,SE,7.1,12.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,11:45,51.4,43.4,73.9,0.0,140,29.86,S,10.6,18.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,12:00,51.7,44.6,76.7,,356,29.86,S,11.0,19.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,12:15,53.0,45.7,76.0,0.0,385,29.85,SE,10.7,18.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,12:30,,,74.2,0.0,505,29.83,SE,13.1,21.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,12:45,,,71.3,0.0,574,29.83,SE,13.6,20.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,13:00,,,70.3,0.0,615,29.81,SE,13.4,20.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,13:15,,,66.9,0.0,521,29.81,SE,14.0,19.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,13:30,,,64.3,0.0,521,29.81,SE,11.3,17.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,13:45,,,60.6,0.0,529,29.8,SE,12.8,20.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,14:00,,,59.9,0.0,551,29.8,SE,11.6,18.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,14:15,,,60.3,0.0,548,29.79,S,11.9,19.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,14:30,,,59.7,0.0,637,29.78,S,15.2,24.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,14:45,,,61.9,0.0,590,29.78,S,16.2,23.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,15:00,,,65.0,0.0,507,29.79,S,16.6,30.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,15:15,,,67.1,0.0,190,29.81,S,15.2,26.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,15:30,,,68.0,0.0,84,29.81,S,14.9,22.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,15:45,52.1,43.2,71.5,0.0,93,29.81,S,16.2,26.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,16:00,50.8,43.3,75.4,0.0,73,29.81,S,12.9,21.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,16:15,50.7,43.8,77.0,0.0,116,29.81,S,10.7,16.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,16:30,50.9,44.0,77.0,0.0,67,29.82,S,8.7,12.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,16:45,50.5,43.8,77.8,,25,29.83,S,8.9,15.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,17:00,48.4,44.1,85.0,0.02,35,29.83,S,9.8,15.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,17:15,47.7,44.1,87.2,0.01,22,29.84,S,11.4,18.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,17:30,46.7,44.1,90.6,0.02,11,29.85,S,11.2,21.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,17:45,46.3,44.0,91.7,0.01,22,29.86,S,8.6,16.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,18:00,46.6,43.5,88.9,0.0,23,29.87,S,10.3,16.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,18:15,45.8,43.4,91.4,0.01,21,29.87,S,11.4,19.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,18:30,46.4,43.0,87.8,0.0,7,29.88,SE,11.2,20.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,18:45,46.5,42.9,87.0,0.0,4,29.89,SE,8.7,16.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,19:00,46.5,42.6,86.2,0.0,3,29.89,SE,12.6,23.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,19:15,46.9,41.8,82.3,0.0,1,29.87,SE,13.4,22.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,19:30,47.0,41.3,80.4,0.0,0,29.87,SE,14.8,31.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,19:45,47.0,40.9,79.2,0.0,0,29.88,SE,14.6,23.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,20:00,46.7,40.7,79.4,0.0,0,29.87,SE,14.2,22.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,20:15,46.6,40.4,78.9,0.0,0,29.88,SE,15.0,28.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,20:30,46.5,40.0,77.9,0.0,0,29.89,SE,13.7,25.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,20:45,46.4,39.7,77.4,0.0,0,29.89,SE,13.6,26.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,21:00,46.5,39.4,76.1,0.0,0,29.89,SE,14.0,24.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,21:15,46.5,39.2,75.3,0.0,0,29.89,SE,13.4,22.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,21:30,46.6,39.1,74.8,0.0,0,29.9,SE,11.5,20.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,21:45,46.6,39.3,75.5,0.0,0,29.91,SE,8.9,18.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,22:00,46.6,39.4,76.0,0.0,0,29.91,SE,8.8,16.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,22:15,46.2,39.8,77.9,0.0,0,29.91,E,10.2,16.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,22:30,46.1,39.9,78.6,0.0,0,29.91,E,8.3,14.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,22:45,46.3,39.8,77.8,0.0,0,29.92,E,8.3,13.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,23:00,46.3,39.8,78.0,0.0,0,29.92,E,8.1,15.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,23:15,46.3,39.3,76.5,0.0,0,29.92,E,8.3,12.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,23:30,45.6,39.7,80.0,0.0,0,29.92,E,7.4,11.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,23:45,45.1,39.8,81.3,0.0,0,29.91,E,9.2,14.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-18,24:00,45.5,39.4,79.2,0.0,0,29.91,E,7.8,12.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,00:15,45.4,39.4,79.6,0.0,0,29.91,E,7.9,12.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,00:30,45.1,38.8,78.3,0.0,0,29.91,E,8.1,12.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,00:45,45.6,38.6,76.2,0.0,0,29.91,SE,10.2,18.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,01:00,45.6,38.6,76.3,0.0,0,29.91,SE,10.8,17.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,01:15,45.1,38.4,77.2,0.0,0,29.91,SE,9.6,14.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,01:30,44.6,38.2,78.1,0.0,0,29.9,E,9.7,13.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,01:45,44.5,38.2,78.2,0.0,0,29.91,E,10.5,15.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,02:00,44.2,38.2,79.0,0.0,0,29.91,E,9.1,15.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,02:15,44.0,38.3,80.0,0.0,0,29.91,E,10.4,16.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,02:30,44.3,38.6,80.3,0.0,0,29.91,E,12.3,19.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,02:45,44.6,39.1,80.9,0.0,0,29.92,E,10.8,16.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,03:00,45.0,39.1,79.7,0.0,0,29.92,E,8.3,15.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,03:15,46.1,38.6,74.9,0.0,0,29.92,E,10.1,16.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
2021-03-19,03:30,45.2,39.1,78.9,0.0,0,29.93,E,11.1,17.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 13:27:08.307235
