Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %,Location,Station ID,Station Name,Download Timestamp
2020-03-05,00:15,38.5,25.4,59.0,0.0,0,30.14,N ,1.6,3.1,0.0,45.4,45.6,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,00:30,36.8,25.6,63.4,0.0,0,30.14,NE,0.7,2.4,0.0,45.3,45.6,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,00:45,37.3,25.1,60.8,0.0,0,30.13,NE,1.9,2.8,0.0,45.1,45.5,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,01:00,37.2,24.9,60.8,0.0,0,30.13,N ,0.4,2.1,0.0,45.0,45.5,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,01:15,36.5,25.8,64.9,0.0,0,30.13,S,0.7,2.1,0.0,44.9,45.5,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,01:30,35.8,25.7,66.2,0.0,0,30.13,SE,1.6,3.5,0.0,44.7,45.4,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,01:45,35.6,25.3,65.6,0.0,0,30.12,NE,1.1,2.4,0.0,44.6,45.4,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,02:00,34.5,24.9,67.7,0.0,0,30.12,NE,0.7,2.8,0.0,44.5,45.3,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,02:15,34.2,24.9,68.5,0.0,0,30.12,NE,1.2,2.8,0.0,44.3,45.3,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,02:30,34.0,24.4,67.5,0.0,0,30.12,NE,1.6,2.8,0.0,44.2,45.2,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,02:45,33.5,24.0,67.7,0.0,0,30.11,NE,0.7,2.8,0.0,44.1,45.2,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,03:00,33.3,24.0,68.3,0.0,0,30.1,NE,0.6,2.4,0.0,43.9,45.1,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,03:15,32.5,23.7,69.5,0.0,0,30.1,NE,1.2,2.4,0.0,43.8,45.1,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,03:30,32.0,23.4,70.2,0.0,0,30.1,NE,0.3,2.1,0.0,43.6,45.1,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,03:45,31.7,23.3,71.2,0.0,0,30.09,NE,0.4,1.7,0.0,43.5,45.0,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,04:00,32.4,23.7,70.2,0.0,0,30.09,NE,0.1,1.4,0.0,43.3,44.9,28.6,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,04:15,31.9,23.4,70.9,0.0,0,30.09,NE,0.9,2.1,0.0,43.2,44.9,28.6,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,04:30,30.9,23.2,73.5,0.0,0,30.08,NE,0.7,2.4,0.0,43.0,44.8,28.6,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,04:45,30.3,23.4,76.5,0.0,0,30.08,N ,0.0,0.0,0.0,42.9,44.8,28.6,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,05:00,30.4,23.3,75.5,0.0,0,30.08,NE,0.6,2.4,0.0,42.7,44.7,28.6,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,05:15,33.3,24.3,69.1,0.0,0,30.09,E,3.1,4.6,0.0,42.6,44.7,28.6,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,05:30,33.9,23.9,66.4,0.0,0,30.08,E,2.1,4.6,0.0,42.4,44.6,28.6,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,05:45,33.0,23.7,68.5,0.0,0,30.09,E,1.0,2.4,0.0,42.3,44.6,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
2020-03-05,06:00,31.2,23.6,73.6,0.0,0,30.08,N ,0.0,0.0,0.0,42.1,44.5,28.7,"Granger, Granger, Yakima County",300209,Granger,2020-12-16 04:39:13.027362
