Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %,Location,Station ID,Station Name,Download Timestamp
2020-05-03,00:15,47.7,38.6,70.6,0.0,0,30.03,SW,11.5,18.2,0.0,66.3,71.4,10.6,"Red.Mtn.S, Benton City, Benton County",300254,Red.Mtn.S,2020-12-14 02:16:22.392694
2020-05-03,00:30,47.2,38.1,70.5,0.0,0,30.03,SW,14.2,21.0,0.0,66.1,71.3,10.5,"Red.Mtn.S, Benton City, Benton County",300254,Red.Mtn.S,2020-12-14 02:16:22.392694
2020-05-03,00:45,46.6,38.6,73.6,0.0,0,30.04,SW,16.7,25.0,0.0,65.8,71.1,10.5,"Red.Mtn.S, Benton City, Benton County",300254,Red.Mtn.S,2020-12-14 02:16:22.392694
2020-05-03,01:00,46.5,38.5,73.5,0.0,0,30.04,SW,15.4,23.5,0.0,65.6,71.0,10.5,"Red.Mtn.S, Benton City, Benton County",300254,Red.Mtn.S,2020-12-14 02:16:22.392694
2020-05-03,01:15,46.2,38.3,73.8,0.0,0,30.05,SW,13.4,20.7,0.0,65.3,70.9,10.5,"Red.Mtn.S, Benton City, Benton County",300254,Red.Mtn.S,2020-12-14 02:16:22.392694
2020-05-03,01:30,46.3,37.8,72.0,0.0,0,30.05,SW,13.5,20.3,0.0,65.1,70.7,10.5,"Red.Mtn.S, Benton City, Benton County",300254,Red.Mtn.S,2020-12-14 02:16:22.392694
2020-05-03,01:45,46.1,37.6,71.9,0.0,0,30.06,SW,14.2,19.2,0.0,64.8,70.6,10.5,"Red.Mtn.S, Benton City, Benton County",300254,Red.Mtn.S,2020-12-14 02:16:22.392694
2020-05-03,02:00,46.4,37.2,70.0,0.0,0,30.07,SW,12.9,20.3,0.0,64.6,70.4,10.5,"Red.Mtn.S, Benton City, Benton County",300254,Red.Mtn.S,2020-12-14 02:16:22.392694
2020-05-03,02:15,46.2,36.8,69.5,0.0,0,30.07,SW,13.9,21.0,0.0,64.3,70.3,10.5,"Red.Mtn.S, Benton City, Benton County",300254,Red.Mtn.S,2020-12-14 02:16:22.392694
2020-05-03,02:30,45.9,36.7,70.3,0.0,0,30.08,SW,12.4,20.7,0.0,64.1,70.1,10.5,"Red.Mtn.S, Benton City, Benton County",300254,Red.Mtn.S,2020-12-14 02:16:22.392694
