Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2020-10-29,00:15,37.1,37.1,100.0,0.0,0,30.14,S,0.9,2.0,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,00:30,37.1,36.6,98.2,0.0,0,30.14,S,0.8,1.7,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,00:45,36.8,36.1,97.5,0.0,0,30.14,S,1.1,2.6,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,01:00,37.2,36.1,95.9,0.0,0,30.14,S,1.1,3.1,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,01:15,37.1,36.2,96.4,0.0,0,30.14,S,0.8,1.9,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,01:30,36.9,36.1,97.0,0.0,0,30.14,NE,0.8,1.5,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,01:45,36.3,35.8,98.3,0.0,0,30.14,SW,1.1,2.9,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,02:00,35.9,35.5,98.6,0.0,0,30.14,S,0.8,1.9,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,02:15,35.9,35.4,98.1,0.0,0,30.14,S,1.2,2.2,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,02:30,36.9,35.5,94.8,0.0,0,30.14,S,1.0,1.9,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,02:45,36.2,35.7,98.3,0.0,0,30.14,NE,1.0,2.1,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,03:00,35.9,35.4,98.2,0.0,0,30.14,W,0.8,1.5,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,03:15,35.0,34.9,99.7,0.0,0,30.14,S,0.9,2.2,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,03:30,34.2,34.1,99.7,0.0,0,30.14,SE,0.8,1.6,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,03:45,34.0,33.8,99.3,0.0,0,30.14,S,0.7,2.2,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,04:00,34.1,33.5,97.8,0.0,0,30.14,SW,1.3,3.2,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,04:15,34.9,34.0,96.5,0.0,0,30.15,S,1.3,3.2,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,04:30,34.8,34.3,98.1,0.0,0,30.15,S,0.8,2.2,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,04:45,34.5,34.1,98.3,0.0,0,30.15,SE,0.9,2.7,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,05:00,34.8,34.3,97.9,0.0,0,30.15,S,0.5,2.1,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,05:15,34.3,34.1,99.2,0.0,0,30.15,SE,0.9,1.8,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,05:30,33.9,33.7,99.4,0.0,0,30.15,S,0.8,2.4,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
2020-10-29,05:45,33.9,33.5,98.8,0.0,0,30.15,SW,0.9,2.2,"Willis*, Hood River, Hood River County",100001,Willis*,2020-12-15 18:22:18.314788
