Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2017-03-08,23:15,35.6,32.6,88.6,0.0,SE@0.4,3.1,0.42,0,36.4,37.0,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-08,23:30,35.3,33.0,91.2,0.0,NE@0.7,2.8,0.36,0,36.4,37.0,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-08,23:45,34.9,32.8,92.1,0.0,N @2.1,3.1,0.34,0,36.4,37.0,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-08,24:00,34.8,33.4,94.5,0.0,N@2.8,3.9,0.16,0,36.3,36.9,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,00:15,35.2,33.9,95.0,0.0,NW@3.2,5.3,0.0,0,36.2,36.9,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,00:30,35.4,34.3,96.0,0.0,NW@3.5,4.9,0.0,0,36.1,36.9,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,00:45,35.3,34.5,96.8,0.0,N@3.1,4.6,0.0,0,36.1,36.9,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,01:00,34.7,34.0,97.3,0.0,N @3.5,4.9,0.0,0,36.0,36.9,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,01:15,34.5,34.3,99.2,0.0,N @3.6,4.9,0.0,0,36.0,36.9,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,01:30,34.3,34.1,99.2,0.0,N @3.5,4.9,0.0,0,35.9,36.8,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,01:45,34.8,34.6,99.2,0.0,N@3.0,4.2,0.0,0,35.9,36.8,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,02:00,35.6,35.0,97.8,0.0,NW@2.9,3.9,0.0,0,35.8,36.8,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,02:15,35.8,34.9,96.6,0.0,NW@2.1,2.8,0.0,0,35.8,36.8,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,02:30,35.9,34.8,95.7,0.0,N@1.9,2.8,0.0,0,35.9,36.8,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,02:45,35.8,34.7,95.6,0.0,N @2.3,3.1,0.0,0,35.9,36.8,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,03:00,35.0,34.4,97.7,0.0,N @3.5,4.9,0.0,0,35.9,36.7,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,03:15,34.5,34.3,99.2,0.0,N @2.8,4.2,0.0,0,35.8,36.7,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,03:30,34.8,34.6,99.2,0.0,N@1.8,2.4,0.0,0,35.8,36.7,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,03:45,35.3,34.6,97.3,0.0,N@2.7,3.9,0.0,0,35.8,36.7,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,04:00,35.0,33.9,96.0,0.0,N @2.0,2.8,0.0,0,35.8,36.7,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,04:15,35.3,33.7,94.0,0.0,NW@1.4,2.4,0.0,0,35.7,36.7,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,04:30,35.6,33.5,92.0,0.0,S@0.2,3.1,0.0,0,35.6,36.6,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,04:45,34.3,33.4,96.7,0.0,SE@1.4,3.5,0.0,0,35.6,36.6,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,05:00,33.0,32.7,99.2,0.0,NE@1.8,2.8,0.03,0,35.4,36.6,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,05:15,33.4,33.2,99.2,0.0,NE@0.5,2.1,0.06,0,35.2,36.6,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,05:30,34.0,33.8,99.2,0.0,NE@0.3,1.4,0.0,0,35.0,36.6,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,05:45,34.4,34.2,99.2,0.0,NE@0.6,1.7,0.0,0,35.0,36.6,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
2017-03-09,06:00,35.0,34.8,99.2,0.0,NE@0.0,1.4,0.0,0,35.0,36.6,"RoyalCty.W (Royal City West), Grant County",320098,RoyalCty.W,2020-06-01 03:40:27.127866
