Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2016-03-10,00:15,40.6,40.4,99.2,0.0,0,NW,2.5,4.2,0.9,41.8,42.8,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,00:30,40.8,40.6,99.2,0.01,0,N ,3.0,4.2,0.89,41.8,42.8,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,00:45,40.7,40.5,99.2,0.0,0,NE,3.8,4.9,0.89,41.8,42.8,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,01:00,40.2,40.0,99.2,0.0,0,N ,3.9,5.3,0.89,41.7,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,01:15,40.3,40.1,99.2,0.0,0,NE,3.4,4.6,0.89,41.7,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,01:30,40.7,40.5,99.2,0.0,0,N,0.9,3.1,0.89,41.7,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,01:45,40.8,40.6,99.2,0.0,0,N ,1.3,3.1,0.9,41.7,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,02:00,41.0,40.8,99.2,0.0,0,NE,2.2,3.1,0.9,41.6,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,02:15,41.3,41.1,99.2,0.0,0,NE,1.6,2.4,0.9,41.6,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,02:30,41.5,41.3,99.2,0.0,0,NE,1.6,2.4,0.9,41.6,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,02:45,41.4,41.2,99.2,0.0,0,NE,2.8,3.5,0.9,41.5,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,03:00,41.1,40.9,99.2,0.0,0,NE,2.7,3.9,0.9,41.4,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,03:15,41.7,41.5,99.2,0.0,0,SE,2.2,3.1,0.9,41.2,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,03:30,41.7,41.5,99.2,0.0,0,S,2.8,4.6,0.9,41.1,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,03:45,41.6,41.4,99.2,0.0,0,SW,4.4,6.4,0.9,41.0,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,04:00,41.8,41.6,99.2,0.0,0,S,5.2,7.1,0.9,41.0,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,04:15,40.9,40.7,99.2,0.0,0,S,5.3,7.4,0.9,41.0,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,04:30,40.9,40.7,99.2,0.0,0,S,6.0,11.0,0.9,40.9,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,04:45,42.6,42.3,98.7,0.0,0,S,7.0,11.0,0.9,40.9,42.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,05:00,45.2,42.3,89.3,0.0,0,SW,10.0,14.6,0.9,41.0,42.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,05:15,45.3,42.1,88.6,0.0,0,S,9.7,14.6,0.89,41.1,42.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,05:30,44.9,41.3,87.1,0.0,0,S,9.3,13.5,0.86,41.2,42.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,05:45,44.2,40.0,85.2,0.0,0,S,8.0,12.4,0.81,41.2,42.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,06:00,44.3,38.5,80.0,0.0,0,SW,8.8,13.5,0.68,41.1,42.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,06:15,44.3,37.5,77.0,0.0,1,SW,8.5,14.2,0.16,41.0,42.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,06:30,44.7,36.7,73.3,0.0,5,SW,10.1,16.4,0.0,40.8,42.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,06:45,44.9,36.5,72.1,0.0,12,SW,11.6,17.5,0.0,40.7,42.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,07:00,45.2,36.1,70.4,0.0,18,SW,10.5,16.4,0.0,40.5,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,07:15,45.1,36.1,70.3,0.0,19,SW,9.9,15.7,0.0,40.4,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,07:30,44.6,36.2,72.4,0.0,24,SW,9.5,13.9,0.0,40.3,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,07:45,44.9,36.2,71.4,0.0,34,SW,10.9,16.7,0.0,40.3,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,08:00,45.2,36.2,70.4,0.0,42,SW,11.2,17.5,0.0,40.2,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,08:15,46.7,36.3,66.8,0.0,139,SW,12.5,18.9,0.0,40.2,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,08:30,48.3,37.5,65.9,0.0,267,SW,12.0,18.2,0.0,40.4,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,08:45,48.4,36.9,64.3,0.0,190,SW,11.8,18.5,0.0,40.9,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,09:00,47.6,36.4,64.8,0.0,96,S,9.8,16.4,0.0,41.3,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,09:15,47.8,36.1,63.8,0.0,161,SW,10.8,18.2,0.0,41.6,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,09:30,48.1,36.0,62.5,0.0,177,SW,10.6,16.0,0.0,41.9,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,09:45,48.4,35.6,61.1,0.0,164,S,11.1,18.2,0.0,42.2,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,10:00,48.7,35.3,59.6,0.0,209,SW,12.5,18.5,0.0,42.4,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,10:15,49.1,35.7,59.7,0.0,278,SW,13.3,21.0,0.0,42.8,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,10:30,49.1,35.6,59.6,0.0,242,SW,13.2,20.3,0.0,43.1,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,10:45,49.6,35.7,58.4,0.0,358,SW,12.4,18.5,0.0,43.5,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,11:00,51.6,36.2,55.5,0.0,631,S,13.0,18.2,0.0,44.1,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,11:15,52.4,36.8,55.1,0.0,646,S,13.0,19.6,0.0,45.1,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,11:30,52.3,37.2,56.2,0.0,522,S,13.0,22.8,0.0,46.2,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,11:45,52.1,37.4,57.2,0.0,395,S,11.9,19.2,0.0,47.1,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,12:00,52.3,37.7,57.4,0.0,414,S,12.0,19.6,0.0,47.7,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,12:15,52.8,37.4,55.6,0.0,487,S,12.7,19.2,0.0,48.1,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,12:30,54.2,37.6,53.3,0.0,674,S,12.4,21.8,0.0,48.7,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,12:45,55.1,36.3,48.9,0.0,674,S,13.5,22.8,0.0,49.7,42.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,13:00,55.8,36.6,48.4,0.0,665,S,12.5,21.4,0.0,50.7,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,13:15,56.4,36.6,47.2,0.0,654,S,12.2,19.6,0.0,51.8,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,13:30,56.2,36.3,47.1,0.0,656,S,12.1,19.6,0.0,52.7,42.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,13:45,56.1,35.6,46.0,0.0,597,S,13.2,21.4,0.0,53.6,42.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,14:00,55.7,35.0,45.5,0.0,602,S,14.6,22.1,0.0,54.1,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
2016-03-10,14:15,55.3,35.4,46.9,0.0,426,S,12.2,19.2,0.0,54.4,42.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-15 21:08:00.912456
